sample_id,severity,feature_group,method,threshold,detection_time_s,first_protection_time_s,lead_time_s,detected,detected_before_protection,earliest_valid_feature_time_s,earliest_possible_confirmed_alarm_s
LOCA_038,38,C_static_delta_slope,mahalanobis,10.370544883284502,160.0,133.5,-26.5,True,False,120.0,140.0
LOCA_039,39,C_static_delta_slope,mahalanobis,10.370544883284502,160.0,133.0,-27.0,True,False,120.0,140.0
LOCA_040,40,C_static_delta_slope,mahalanobis,10.370544883284502,160.0,132.5,-27.5,True,False,120.0,140.0
LOCA_041,41,C_static_delta_slope,mahalanobis,10.370544883284502,160.0,131.5,-28.5,True,False,120.0,140.0
LOCA_042,42,C_static_delta_slope,mahalanobis,10.370544883284502,160.0,131.0,-29.0,True,False,120.0,140.0
LOCA_043,43,C_static_delta_slope,mahalanobis,10.370544883284502,160.0,45.0,-115.0,True,False,120.0,140.0
LOCA_044,44,C_static_delta_slope,mahalanobis,10.370544883284502,150.0,130.0,-20.0,True,False,120.0,140.0
LOCA_045,45,C_static_delta_slope,mahalanobis,10.370544883284502,150.0,129.5,-20.5,True,False,120.0,140.0
LOCA_046,46,C_static_delta_slope,mahalanobis,10.370544883284502,150.0,129.0,-21.0,True,False,120.0,140.0
LOCA_047,47,C_static_delta_slope,mahalanobis,10.370544883284502,150.0,128.5,-21.5,True,False,120.0,140.0
LOCA_048,48,C_static_delta_slope,mahalanobis,10.370544883284502,150.0,128.0,-22.0,True,False,120.0,140.0
LOCA_049,49,C_static_delta_slope,mahalanobis,10.370544883284502,150.0,127.5,-22.5,True,False,120.0,140.0
LOCA_050,50,C_static_delta_slope,mahalanobis,10.370544883284502,150.0,127.5,-22.5,True,False,120.0,140.0
LOCA_051,51,C_static_delta_slope,mahalanobis,10.370544883284502,150.0,127.0,-23.0,True,False,120.0,140.0
LOCA_052,52,C_static_delta_slope,mahalanobis,10.370544883284502,150.0,126.5,-23.5,True,False,120.0,140.0
LOCA_053,53,C_static_delta_slope,mahalanobis,10.370544883284502,150.0,126.0,-24.0,True,False,120.0,140.0
LOCA_054,54,C_static_delta_slope,mahalanobis,10.370544883284502,150.0,126.0,-24.0,True,False,120.0,140.0
LOCA_055,55,C_static_delta_slope,mahalanobis,10.370544883284502,150.0,125.5,-24.5,True,False,120.0,140.0
LOCA_056,56,C_static_delta_slope,mahalanobis,10.370544883284502,150.0,125.0,-25.0,True,False,120.0,140.0
LOCA_057,57,C_static_delta_slope,mahalanobis,10.370544883284502,150.0,125.0,-25.0,True,False,120.0,140.0
LOCA_058,58,C_static_delta_slope,mahalanobis,10.370544883284502,150.0,124.5,-25.5,True,False,120.0,140.0
LOCA_059,59,C_static_delta_slope,mahalanobis,10.370544883284502,150.0,124.0,-26.0,True,False,120.0,140.0
LOCA_060,60,C_static_delta_slope,mahalanobis,10.370544883284502,150.0,124.0,-26.0,True,False,120.0,140.0
LOCA_061,61,C_static_delta_slope,mahalanobis,10.370544883284502,150.0,123.5,-26.5,True,False,120.0,140.0
LOCA_062,62,C_static_delta_slope,mahalanobis,10.370544883284502,150.0,123.5,-26.5,True,False,120.0,140.0
LOCA_063,63,C_static_delta_slope,mahalanobis,10.370544883284502,150.0,123.0,-27.0,True,False,120.0,140.0
LOCA_064,64,C_static_delta_slope,mahalanobis,10.370544883284502,150.0,123.0,-27.0,True,False,120.0,140.0
LOCA_065,65,C_static_delta_slope,mahalanobis,10.370544883284502,150.0,122.5,-27.5,True,False,120.0,140.0
LOCA_066,66,C_static_delta_slope,mahalanobis,10.370544883284502,150.0,122.5,-27.5,True,False,120.0,140.0
LOCA_067,67,C_static_delta_slope,mahalanobis,10.370544883284502,150.0,122.0,-28.0,True,False,120.0,140.0
LOCA_068,68,C_static_delta_slope,mahalanobis,10.370544883284502,150.0,122.0,-28.0,True,False,120.0,140.0
LOCA_069,69,C_static_delta_slope,mahalanobis,10.370544883284502,150.0,122.0,-28.0,True,False,120.0,140.0
LOCA_070,70,C_static_delta_slope,mahalanobis,10.370544883284502,150.0,121.5,-28.5,True,False,120.0,140.0
LOCA_071,71,C_static_delta_slope,mahalanobis,10.370544883284502,150.0,121.5,-28.5,True,False,120.0,140.0
LOCA_072,72,C_static_delta_slope,mahalanobis,10.370544883284502,150.0,121.0,-29.0,True,False,120.0,140.0
LOCA_073,73,C_static_delta_slope,mahalanobis,10.370544883284502,150.0,121.0,-29.0,True,False,120.0,140.0
LOCA_074,74,C_static_delta_slope,mahalanobis,10.370544883284502,150.0,121.0,-29.0,True,False,120.0,140.0
LOCA_075,75,C_static_delta_slope,mahalanobis,10.370544883284502,150.0,120.5,-29.5,True,False,120.0,140.0
LOCA_076,76,C_static_delta_slope,mahalanobis,10.370544883284502,150.0,120.5,-29.5,True,False,120.0,140.0
LOCA_077,77,C_static_delta_slope,mahalanobis,10.370544883284502,150.0,120.5,-29.5,True,False,120.0,140.0
LOCA_078,78,C_static_delta_slope,mahalanobis,10.370544883284502,140.0,120.0,-20.0,True,False,120.0,140.0
LOCA_079,79,C_static_delta_slope,mahalanobis,10.370544883284502,140.0,120.0,-20.0,True,False,120.0,140.0
LOCA_080,80,C_static_delta_slope,mahalanobis,10.370544883284502,140.0,120.0,-20.0,True,False,120.0,140.0
LOCA_081,81,C_static_delta_slope,mahalanobis,10.370544883284502,140.0,119.5,-20.5,True,False,120.0,140.0
LOCA_082,82,C_static_delta_slope,mahalanobis,10.370544883284502,140.0,119.5,-20.5,True,False,120.0,140.0
LOCA_083,83,C_static_delta_slope,mahalanobis,10.370544883284502,140.0,119.5,-20.5,True,False,120.0,140.0
LOCA_084,84,C_static_delta_slope,mahalanobis,10.370544883284502,140.0,119.5,-20.5,True,False,120.0,140.0
LOCA_085,85,C_static_delta_slope,mahalanobis,10.370544883284502,140.0,119.0,-21.0,True,False,120.0,140.0
LOCA_086,86,C_static_delta_slope,mahalanobis,10.370544883284502,140.0,119.0,-21.0,True,False,120.0,140.0
LOCA_087,87,C_static_delta_slope,mahalanobis,10.370544883284502,140.0,119.0,-21.0,True,False,120.0,140.0
LOCA_088,88,C_static_delta_slope,mahalanobis,10.370544883284502,140.0,119.0,-21.0,True,False,120.0,140.0
LOCA_089,89,C_static_delta_slope,mahalanobis,10.370544883284502,140.0,118.5,-21.5,True,False,120.0,140.0
LOCA_090,90,C_static_delta_slope,mahalanobis,10.370544883284502,140.0,118.5,-21.5,True,False,120.0,140.0
LOCA_091,91,C_static_delta_slope,mahalanobis,10.370544883284502,140.0,118.5,-21.5,True,False,120.0,140.0
LOCA_092,92,C_static_delta_slope,mahalanobis,10.370544883284502,140.0,118.5,-21.5,True,False,120.0,140.0
LOCA_093,93,C_static_delta_slope,mahalanobis,10.370544883284502,140.0,118.0,-22.0,True,False,120.0,140.0
LOCA_094,94,C_static_delta_slope,mahalanobis,10.370544883284502,140.0,118.0,-22.0,True,False,120.0,140.0
LOCA_095,95,C_static_delta_slope,mahalanobis,10.370544883284502,140.0,118.0,-22.0,True,False,120.0,140.0
LOCA_096,96,C_static_delta_slope,mahalanobis,10.370544883284502,140.0,118.0,-22.0,True,False,120.0,140.0
LOCA_097,97,C_static_delta_slope,mahalanobis,10.370544883284502,140.0,118.0,-22.0,True,False,120.0,140.0
LOCA_098,98,C_static_delta_slope,mahalanobis,10.370544883284502,140.0,117.5,-22.5,True,False,120.0,140.0
LOCA_099,99,C_static_delta_slope,mahalanobis,10.370544883284502,140.0,117.5,-22.5,True,False,120.0,140.0
LOCA_100,100,C_static_delta_slope,mahalanobis,10.370544883284502,140.0,117.5,-22.5,True,False,120.0,140.0
