feature,accident_class,initial_count,initial_mean,initial_std,initial_min,initial_max,max_pairwise_mean_diff,global_class_mean_max,global_initial_std,initial_condition_flag,class_mean_vs_other_max_diff,class_mean_vs_global_class_median_diff,class_initial_condition_flag
LSGA,ATWS,1,11.830000877380373,,11.830000877380373,11.830000877380373,0.0,11.830000877380373,0.0,False,0.0,0.0,False
LSGA,FLB,100,11.830000877380373,0.0,11.830000877380373,11.830000877380373,0.0,11.830000877380373,0.0,False,0.0,0.0,False
LSGA,LACP,1,11.830000877380373,,11.830000877380373,11.830000877380373,0.0,11.830000877380373,0.0,False,0.0,0.0,False
LSGA,LLB,101,11.830000877380373,0.0,11.830000877380373,11.830000877380373,0.0,11.830000877380373,0.0,False,0.0,0.0,False
LSGA,LOCA,100,11.830000877380373,0.0,11.830000877380373,11.830000877380373,0.0,11.830000877380373,0.0,False,0.0,0.0,False
LSGA,LOCAC,100,11.830000877380373,0.0,11.830000877380373,11.830000877380373,0.0,11.830000877380373,0.0,False,0.0,0.0,False
LSGA,LOF,1,11.830000877380373,,11.830000877380373,11.830000877380373,0.0,11.830000877380373,0.0,False,0.0,0.0,False
LSGA,LR,99,11.830000877380373,0.0,11.830000877380373,11.830000877380373,0.0,11.830000877380373,0.0,False,0.0,0.0,False
LSGA,MD,100,11.830000877380373,0.0,11.830000877380373,11.830000877380373,0.0,11.830000877380373,0.0,False,0.0,0.0,False
LSGA,RI,100,11.830000877380373,0.0,11.830000877380373,11.830000877380373,0.0,11.830000877380373,0.0,False,0.0,0.0,False
LSGA,RW,100,11.830000877380373,0.0,11.830000877380373,11.830000877380373,0.0,11.830000877380373,0.0,False,0.0,0.0,False
LSGA,SGATR,100,11.830000877380373,0.0,11.830000877380373,11.830000877380373,0.0,11.830000877380373,0.0,False,0.0,0.0,False
LSGA,SGBTR,110,11.830000877380373,0.0,11.830000877380373,11.830000877380373,0.0,11.830000877380373,0.0,False,0.0,0.0,False
LSGA,SLBIC,101,11.830000877380373,0.0,11.830000877380373,11.830000877380373,0.0,11.830000877380373,0.0,False,0.0,0.0,False
LSGA,SLBOC,100,11.830000877380373,0.0,11.830000877380373,11.830000877380373,0.0,11.830000877380373,0.0,False,0.0,0.0,False
LSGA,SP,1,11.830000877380373,,11.830000877380373,11.830000877380373,0.0,11.830000877380373,0.0,False,0.0,0.0,False
LSGA,TT,1,11.830000877380373,,11.830000877380373,11.830000877380373,0.0,11.830000877380373,0.0,False,0.0,0.0,False
LSGB,ATWS,1,11.830000877380373,,11.830000877380373,11.830000877380373,0.0,11.830000877380373,0.0,False,0.0,0.0,False
LSGB,FLB,100,11.830000877380373,0.0,11.830000877380373,11.830000877380373,0.0,11.830000877380373,0.0,False,0.0,0.0,False
LSGB,LACP,1,11.830000877380373,,11.830000877380373,11.830000877380373,0.0,11.830000877380373,0.0,False,0.0,0.0,False
LSGB,LLB,101,11.830000877380373,0.0,11.830000877380373,11.830000877380373,0.0,11.830000877380373,0.0,False,0.0,0.0,False
LSGB,LOCA,100,11.830000877380373,0.0,11.830000877380373,11.830000877380373,0.0,11.830000877380373,0.0,False,0.0,0.0,False
LSGB,LOCAC,100,11.830000877380373,0.0,11.830000877380373,11.830000877380373,0.0,11.830000877380373,0.0,False,0.0,0.0,False
LSGB,LOF,1,11.830000877380373,,11.830000877380373,11.830000877380373,0.0,11.830000877380373,0.0,False,0.0,0.0,False
LSGB,LR,99,11.830000877380373,0.0,11.830000877380373,11.830000877380373,0.0,11.830000877380373,0.0,False,0.0,0.0,False
LSGB,MD,100,11.830000877380373,0.0,11.830000877380373,11.830000877380373,0.0,11.830000877380373,0.0,False,0.0,0.0,False
LSGB,RI,100,11.830000877380373,0.0,11.830000877380373,11.830000877380373,0.0,11.830000877380373,0.0,False,0.0,0.0,False
LSGB,RW,100,11.830000877380373,0.0,11.830000877380373,11.830000877380373,0.0,11.830000877380373,0.0,False,0.0,0.0,False
LSGB,SGATR,100,11.830000877380373,0.0,11.830000877380373,11.830000877380373,0.0,11.830000877380373,0.0,False,0.0,0.0,False
LSGB,SGBTR,110,11.830000877380373,0.0,11.830000877380373,11.830000877380373,0.0,11.830000877380373,0.0,False,0.0,0.0,False
LSGB,SLBIC,101,11.830000877380373,0.0,11.830000877380373,11.830000877380373,0.0,11.830000877380373,0.0,False,0.0,0.0,False
LSGB,SLBOC,100,11.830000877380373,0.0,11.830000877380373,11.830000877380373,0.0,11.830000877380373,0.0,False,0.0,0.0,False
LSGB,SP,1,11.830000877380373,,11.830000877380373,11.830000877380373,0.0,11.830000877380373,0.0,False,0.0,0.0,False
LSGB,TT,1,11.830000877380373,,11.830000877380373,11.830000877380373,0.0,11.830000877380373,0.0,False,0.0,0.0,False
LVCR,ATWS,1,7.924896240234375,,7.924896240234375,7.924896240234375,0.0,7.924896240234375,0.0,False,0.0,0.0,False
LVCR,FLB,100,7.924896240234375,0.0,7.924896240234375,7.924896240234375,0.0,7.924896240234375,0.0,False,0.0,0.0,False
LVCR,LACP,1,7.924896240234375,,7.924896240234375,7.924896240234375,0.0,7.924896240234375,0.0,False,0.0,0.0,False
LVCR,LLB,101,7.924896240234375,0.0,7.924896240234375,7.924896240234375,0.0,7.924896240234375,0.0,False,0.0,0.0,False
LVCR,LOCA,100,7.924896240234375,0.0,7.924896240234375,7.924896240234375,0.0,7.924896240234375,0.0,False,0.0,0.0,False
LVCR,LOCAC,100,7.924896240234375,0.0,7.924896240234375,7.924896240234375,0.0,7.924896240234375,0.0,False,0.0,0.0,False
LVCR,LOF,1,7.924896240234375,,7.924896240234375,7.924896240234375,0.0,7.924896240234375,0.0,False,0.0,0.0,False
LVCR,LR,99,7.924896240234375,0.0,7.924896240234375,7.924896240234375,0.0,7.924896240234375,0.0,False,0.0,0.0,False
LVCR,MD,100,7.924896240234375,0.0,7.924896240234375,7.924896240234375,0.0,7.924896240234375,0.0,False,0.0,0.0,False
LVCR,RI,100,7.924896240234375,0.0,7.924896240234375,7.924896240234375,0.0,7.924896240234375,0.0,False,0.0,0.0,False
LVCR,RW,100,7.924896240234375,0.0,7.924896240234375,7.924896240234375,0.0,7.924896240234375,0.0,False,0.0,0.0,False
LVCR,SGATR,100,7.924896240234375,0.0,7.924896240234375,7.924896240234375,0.0,7.924896240234375,0.0,False,0.0,0.0,False
LVCR,SGBTR,110,7.924896240234375,0.0,7.924896240234375,7.924896240234375,0.0,7.924896240234375,0.0,False,0.0,0.0,False
LVCR,SLBIC,101,7.924896240234375,0.0,7.924896240234375,7.924896240234375,0.0,7.924896240234375,0.0,False,0.0,0.0,False
LVCR,SLBOC,100,7.924896240234375,0.0,7.924896240234375,7.924896240234375,0.0,7.924896240234375,0.0,False,0.0,0.0,False
LVCR,SP,1,7.924896240234375,,7.924896240234375,7.924896240234375,0.0,7.924896240234375,0.0,False,0.0,0.0,False
LVCR,TT,1,7.924896240234375,,7.924896240234375,7.924896240234375,0.0,7.924896240234375,0.0,False,0.0,0.0,False
LVPZ,ATWS,1,62.0,,62.0,62.0,0.0,62.0,0.0,False,0.0,0.0,False
LVPZ,FLB,100,62.0,0.0,62.0,62.0,0.0,62.0,0.0,False,0.0,0.0,False
LVPZ,LACP,1,62.0,,62.0,62.0,0.0,62.0,0.0,False,0.0,0.0,False
LVPZ,LLB,101,62.0,0.0,62.0,62.0,0.0,62.0,0.0,False,0.0,0.0,False
LVPZ,LOCA,100,62.0,0.0,62.0,62.0,0.0,62.0,0.0,False,0.0,0.0,False
LVPZ,LOCAC,100,62.0,0.0,62.0,62.0,0.0,62.0,0.0,False,0.0,0.0,False
LVPZ,LOF,1,62.0,,62.0,62.0,0.0,62.0,0.0,False,0.0,0.0,False
LVPZ,LR,99,62.0,0.0,62.0,62.0,0.0,62.0,0.0,False,0.0,0.0,False
LVPZ,MD,100,62.0,0.0,62.0,62.0,0.0,62.0,0.0,False,0.0,0.0,False
LVPZ,RI,100,62.0,0.0,62.0,62.0,0.0,62.0,0.0,False,0.0,0.0,False
LVPZ,RW,100,62.0,0.0,62.0,62.0,0.0,62.0,0.0,False,0.0,0.0,False
LVPZ,SGATR,100,62.0,0.0,62.0,62.0,0.0,62.0,0.0,False,0.0,0.0,False
LVPZ,SGBTR,110,62.0,0.0,62.0,62.0,0.0,62.0,0.0,False,0.0,0.0,False
LVPZ,SLBIC,101,62.0,0.0,62.0,62.0,0.0,62.0,0.0,False,0.0,0.0,False
LVPZ,SLBOC,100,62.0,0.0,62.0,62.0,0.0,62.0,0.0,False,0.0,0.0,False
LVPZ,SP,1,62.0,,62.0,62.0,0.0,62.0,0.0,False,0.0,0.0,False
LVPZ,TT,1,62.0,,62.0,62.0,0.0,62.0,0.0,False,0.0,0.0,False
NSGA,ATWS,1,50.0,,50.0,50.0,0.0,50.0,0.0,False,0.0,0.0,False
NSGA,FLB,100,50.0,0.0,50.0,50.0,0.0,50.0,0.0,False,0.0,0.0,False
NSGA,LACP,1,50.0,,50.0,50.0,0.0,50.0,0.0,False,0.0,0.0,False
NSGA,LLB,101,50.0,0.0,50.0,50.0,0.0,50.0,0.0,False,0.0,0.0,False
NSGA,LOCA,100,50.0,0.0,50.0,50.0,0.0,50.0,0.0,False,0.0,0.0,False
NSGA,LOCAC,100,50.0,0.0,50.0,50.0,0.0,50.0,0.0,False,0.0,0.0,False
NSGA,LOF,1,50.0,,50.0,50.0,0.0,50.0,0.0,False,0.0,0.0,False
NSGA,LR,99,50.0,0.0,50.0,50.0,0.0,50.0,0.0,False,0.0,0.0,False
NSGA,MD,100,50.0,0.0,50.0,50.0,0.0,50.0,0.0,False,0.0,0.0,False
NSGA,RI,100,50.0,0.0,50.0,50.0,0.0,50.0,0.0,False,0.0,0.0,False
NSGA,RW,100,50.0,0.0,50.0,50.0,0.0,50.0,0.0,False,0.0,0.0,False
NSGA,SGATR,100,50.0,0.0,50.0,50.0,0.0,50.0,0.0,False,0.0,0.0,False
NSGA,SGBTR,110,50.0,0.0,50.0,50.0,0.0,50.0,0.0,False,0.0,0.0,False
NSGA,SLBIC,101,50.0,0.0,50.0,50.0,0.0,50.0,0.0,False,0.0,0.0,False
NSGA,SLBOC,100,50.0,0.0,50.0,50.0,0.0,50.0,0.0,False,0.0,0.0,False
NSGA,SP,1,50.0,,50.0,50.0,0.0,50.0,0.0,False,0.0,0.0,False
NSGA,TT,1,50.0,,50.0,50.0,0.0,50.0,0.0,False,0.0,0.0,False
NSGB,ATWS,1,50.0,,50.0,50.0,0.0,50.0,0.0,False,0.0,0.0,False
NSGB,FLB,100,50.0,0.0,50.0,50.0,0.0,50.0,0.0,False,0.0,0.0,False
NSGB,LACP,1,50.0,,50.0,50.0,0.0,50.0,0.0,False,0.0,0.0,False
NSGB,LLB,101,50.0,0.0,50.0,50.0,0.0,50.0,0.0,False,0.0,0.0,False
NSGB,LOCA,100,50.0,0.0,50.0,50.0,0.0,50.0,0.0,False,0.0,0.0,False
NSGB,LOCAC,100,50.0,0.0,50.0,50.0,0.0,50.0,0.0,False,0.0,0.0,False
NSGB,LOF,1,50.0,,50.0,50.0,0.0,50.0,0.0,False,0.0,0.0,False
NSGB,LR,99,50.0,0.0,50.0,50.0,0.0,50.0,0.0,False,0.0,0.0,False
NSGB,MD,100,50.0,0.0,50.0,50.0,0.0,50.0,0.0,False,0.0,0.0,False
NSGB,RI,100,50.0,0.0,50.0,50.0,0.0,50.0,0.0,False,0.0,0.0,False
NSGB,RW,100,50.0,0.0,50.0,50.0,0.0,50.0,0.0,False,0.0,0.0,False
NSGB,SGATR,100,50.0,0.0,50.0,50.0,0.0,50.0,0.0,False,0.0,0.0,False
NSGB,SGBTR,110,50.0,0.0,50.0,50.0,0.0,50.0,0.0,False,0.0,0.0,False
NSGB,SLBIC,101,50.0,0.0,50.0,50.0,0.0,50.0,0.0,False,0.0,0.0,False
NSGB,SLBOC,100,50.0,0.0,50.0,50.0,0.0,50.0,0.0,False,0.0,0.0,False
NSGB,SP,1,50.0,,50.0,50.0,0.0,50.0,0.0,False,0.0,0.0,False
NSGB,TT,1,50.0,,50.0,50.0,0.0,50.0,0.0,False,0.0,0.0,False
P,ATWS,1,155.50001525878906,,155.50001525878906,155.50001525878906,0.0,155.50001525878906,0.0,False,0.0,0.0,False
P,FLB,100,155.50001525878906,0.0,155.50001525878906,155.50001525878906,0.0,155.50001525878906,0.0,False,0.0,0.0,False
P,LACP,1,155.50001525878906,,155.50001525878906,155.50001525878906,0.0,155.50001525878906,0.0,False,0.0,0.0,False
P,LLB,101,155.50001525878906,0.0,155.50001525878906,155.50001525878906,0.0,155.50001525878906,0.0,False,0.0,0.0,False
P,LOCA,100,155.50001525878906,0.0,155.50001525878906,155.50001525878906,0.0,155.50001525878906,0.0,False,0.0,0.0,False
P,LOCAC,100,155.50001525878906,0.0,155.50001525878906,155.50001525878906,0.0,155.50001525878906,0.0,False,0.0,0.0,False
P,LOF,1,155.50001525878906,,155.50001525878906,155.50001525878906,0.0,155.50001525878906,0.0,False,0.0,0.0,False
P,LR,99,155.50001525878906,0.0,155.50001525878906,155.50001525878906,0.0,155.50001525878906,0.0,False,0.0,0.0,False
P,MD,100,155.50001525878906,0.0,155.50001525878906,155.50001525878906,0.0,155.50001525878906,0.0,False,0.0,0.0,False
P,RI,100,155.50001525878906,0.0,155.50001525878906,155.50001525878906,0.0,155.50001525878906,0.0,False,0.0,0.0,False
P,RW,100,155.50001525878906,0.0,155.50001525878906,155.50001525878906,0.0,155.50001525878906,0.0,False,0.0,0.0,False
P,SGATR,100,155.50001525878906,0.0,155.50001525878906,155.50001525878906,0.0,155.50001525878906,0.0,False,0.0,0.0,False
P,SGBTR,110,155.50001525878906,0.0,155.50001525878906,155.50001525878906,0.0,155.50001525878906,0.0,False,0.0,0.0,False
P,SLBIC,101,155.50001525878906,0.0,155.50001525878906,155.50001525878906,0.0,155.50001525878906,0.0,False,0.0,0.0,False
P,SLBOC,100,155.50001525878906,0.0,155.50001525878906,155.50001525878906,0.0,155.50001525878906,0.0,False,0.0,0.0,False
P,SP,1,155.50001525878906,,155.50001525878906,155.50001525878906,0.0,155.50001525878906,0.0,False,0.0,0.0,False
P,TT,1,155.50001525878906,,155.50001525878906,155.50001525878906,0.0,155.50001525878906,0.0,False,0.0,0.0,False
PPM,ATWS,1,200.0,,200.0,200.0,0.0,200.0,0.0,False,0.0,0.0,False
PPM,FLB,100,200.0,0.0,200.0,200.0,0.0,200.0,0.0,False,0.0,0.0,False
PPM,LACP,1,200.0,,200.0,200.0,0.0,200.0,0.0,False,0.0,0.0,False
PPM,LLB,101,200.0,0.0,200.0,200.0,0.0,200.0,0.0,False,0.0,0.0,False
PPM,LOCA,100,200.0,0.0,200.0,200.0,0.0,200.0,0.0,False,0.0,0.0,False
PPM,LOCAC,100,200.0,0.0,200.0,200.0,0.0,200.0,0.0,False,0.0,0.0,False
PPM,LOF,1,200.0,,200.0,200.0,0.0,200.0,0.0,False,0.0,0.0,False
PPM,LR,99,200.0,0.0,200.0,200.0,0.0,200.0,0.0,False,0.0,0.0,False
PPM,MD,100,200.0,0.0,200.0,200.0,0.0,200.0,0.0,False,0.0,0.0,False
PPM,RI,100,200.0,0.0,200.0,200.0,0.0,200.0,0.0,False,0.0,0.0,False
PPM,RW,100,200.0,0.0,200.0,200.0,0.0,200.0,0.0,False,0.0,0.0,False
PPM,SGATR,100,200.0,0.0,200.0,200.0,0.0,200.0,0.0,False,0.0,0.0,False
PPM,SGBTR,110,200.0,0.0,200.0,200.0,0.0,200.0,0.0,False,0.0,0.0,False
PPM,SLBIC,101,200.0,0.0,200.0,200.0,0.0,200.0,0.0,False,0.0,0.0,False
PPM,SLBOC,100,200.0,0.0,200.0,200.0,0.0,200.0,0.0,False,0.0,0.0,False
PPM,SP,1,200.0,,200.0,200.0,0.0,200.0,0.0,False,0.0,0.0,False
PPM,TT,1,200.0,,200.0,200.0,0.0,200.0,0.0,False,0.0,0.0,False
PSGA,ATWS,1,67.00003051757812,,67.00003051757812,67.00003051757812,0.0008743588287103421,67.00003051757812,0.0005014666127935822,True,0.0008743588287103421,0.0,False
PSGA,FLB,100,67.00003051757812,0.0,67.00003051757812,67.00003051757812,0.0008743588287103421,67.00003051757812,0.0005014666127935822,True,0.0008743588287103421,0.0,False
PSGA,LACP,1,67.00003051757812,,67.00003051757812,67.00003051757812,0.0008743588287103421,67.00003051757812,0.0005014666127935822,True,0.0008743588287103421,0.0,False
